targetName,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
IRAS_Z06229-6434,1279,UMaDwarf,1,"('95.78166666666667', '-64.60583333333334')","('158.72', '51.92')",-99.99,-99.99,-99.99,-99.99,220.28015228388034,x,1313.0,1101.0,-178.0,0.1,x,-99.99,-99.99,-99,-99,68.5,-99.99,x,-99.99,-99,dSph,dSph,0.003673,0.1289,x,?,False,False,1279,"1235, 1325",64pm7,1.31E13 pm 1.59E12,30.3pm 2.3,d:Lya,"center is 1280, only HIPASSJ0608-63 at 1554 km/s with b = 736 kpc : NO GALAXIES : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
IRAS_Z06229-6434,3689.0,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,x,False,False,False,3689,"3595, 3755",284pm6,8.98E13 pm 2.51E12,39.0pm 2.6,d:Lya,"center is 3675, no galaxies within 1000 km/s and 800 km/s : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRC2251-178,2258.0,x,0,"('343.524583333', '-17.5819444444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0661,x,False,False,False,2258,"2202, 2330",80pm5,1.62E13 pm 1.18E12,42.1pm 2.0,"Lya, d:Lya","Lya labeled at 2258, d:Lya at 2283, center is 2266 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : NO GALAXIES"
MRC2251-178,3042,PGC069976,3,"('343.52458333333334', '-17.581944444444446')","('343.6474', '-18.00054')",6.29710880507849e-06,1.0839749803281485e-25,97.63112263186666,42.61276803963807,319.50588444275616,x,2991.0,3267.0,225.0,42.12,x,12.2,7.3,53.0,40.0,55.6,75.54,.IBS9..,-99.99,40.0,IB(s)m,IB(s)m,0.010898,0.0661,x,?,False,False,3042,"3002, 3116",67pm5,1.33E13 pm 1.01E12,43.2pm 2.7,"Lya, d:Lya","Lya labeled at 3042, d:Lya at 3055, center is 3059 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
MRC2251-178,3203,PGC069976,3,"('343.52458333333334', '-17.581944444444446')","('343.6474', '-18.00054')",2.0152243219632134e-05,3.468977291602718e-25,97.63112263186666,42.61276803963807,319.50588444275616,x,2991.0,3267.0,64.0,42.12,x,12.2,7.3,53.0,40.0,55.6,75.54,.IBS9..,-99.99,40.0,IB(s)m,IB(s)m,0.010898,0.0661,x,?,False,False,3203,"3120, 3326",332pm5,9.28E13 pm 1.83E12,52.7pm 2.4,"Lya, d:Lya","Lya labeled at 3203, d:Lya at 3218, center is 3223 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
MRC2251-178,4373.0,x,0,"('343.52458', '-17.58194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0661,x,False,False,False,4373,"4308, 4376",22pm3,4.36E12 pm 6.54E11,22.4pm 3.0,Lya,"Lya labeled at 4323, d:INSTR labeled at 4362.5, center is 4342 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRC2251-178,4710.0,x,0,"('343.52458', '-17.58194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0661,x,False,False,False,4710,"4667, 4719",23pm3,4.51E12 pm 6.80E11,16.2pm 3.9,d:Lya,"d:Lya labeled at 4710, center is 4693 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRC2251-178,9051,MCG-03-58-009,1,"('343.52458333333334', '-17.581944444444446')","('343.42021', '-17.47889')",0.338192224954991,1.472319397966653,342.75873676985344,653.420061675489,355.0682459580529,x,8754.0,9030.0,-21.0,142.0,x,75.3,50.5,48.0,27.0,71.0,62.83,.S?....,0.66,27.0,Sc,Sc,0.030121,0.0661,x,?,True,True,9051,"8958, 9098",60pm4,1.18E13 pm 8.73E11,46.4pm 2.7,"Lya, d:Lya","Lya labeled at 9051, d:Lya at 9040, center is 9028 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
MRC2251-178,9733.0,x,0,"('343.52458', '-17.58194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0661,x,False,False,False,9733,"9650, 9810",195pm4,4.63E13 pm 9.91E11,44.2pm 1.9,"Lya, d:Lya","Lya labeled at 9733, d:Lya at 9745, center is 9730 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRK1014,5694,PGC007511,1,"('29.959166666666665', '0.39472222222222225')","('29.79728', '0.10978')",0.00026060781075041645,1.1344002097933009e-06,158.396369760661,122.0120321935505,446.14015313886904,x,5538.0,5807.0,113.0,78.0,x,24.6,19.9,36.0,87.0,57.4,-99.99,       ,-99.99,-99,Compact,Compact,0.01937,0.163,x,?,False,False,5694,"5604, 5706",45pm9,8.84E12 pm 1.92E12,35.3pm 2.3,d:Lya,"center is 5655, extremely weak : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
MRK1014,7080,SDSSJ020015.67+001157.2,1,"('29.959166666666665', '0.39472222222222225')","('30.0653', '0.19924')",0.0007417615633969754,2.4636314380473457e-07,135.41185553879345,86.77289899502034,319.894787926767,x,6557.0,6825.0,-255.0,82.4,x,19.6,14.5,42.0,110.0,41.5,-99.99,x,-99.99,-99,S0,S0,0.022767,0.163,x,?,False,False,7080,"6984, 7144",117pm11,2.46E13 pm 2.54E12,49.0pm 3.1,d:Lya,"center is 7064, IC1761 companion; p : ONLY 1 GALAXY"
MRK1014,7563,SDSSJ020017.78+003715.5,1,"('29.959166666666665', '0.39472222222222225')","('30.07412', '0.62098')",7.440276108764264e-10,8.172497668545775e-32,112.07236203296159,57.514772015543976,476.5081450879739,x,7638.0,7906.0,343.0,107.58,x,14.9,5.2,70.0,148.0,58.9,-99.99,x,-99.99,-99,x,x,0.026371,0.163,x,?,False,False,7563,"7466, 7658",416pm10,1.58E14 pm 6.54E12,46.3pm 1.9,d:Lya,"center is 7562, strong, but far away from galaxy; p : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
MRK1014,8421.0,x,0,"('29.95917', '0.39472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.163,x,False,False,False,8421,"8356, 8488",169pm11,3.98E13 pm 3.05E12,39.3pm 2.4,d:Lya,center is 8422 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
MRK290,758,SBS1511+583,3,"('233.96791666666667', '57.9025')","('228.1827', '58.17656')",0.0,0.0,5.724145929738728,0.0894427190999916,486.01751962064907,x,644.0,471.0,-287.0,9.06,x,0.2,0.0,78.0,76.0,19.1,-99.99,x,-99.99,-99,x,x,0.001572,0.0296,x,?,False,False,758,"698, 810",134pm10,3.00E13 pm 2.56E12,39.4pm 2.1,done,center is 754 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
MRK290,3105,NGC5987,2,"('233.96791666666667', '57.9025')","('234.98904', '58.07953')",0.08766328096286632,0.7465102912858708,311.6475012823702,531.3195046297471,463.1533962799833,x,3170.0,3010.0,-95.0,46.6,x,65.6,28.2,65.0,60.0,11.9,250.12,.S..3..,-99.99,165.0,Sb,Sb,0.01004,0.0296,x,?,True,True,3105,"2966, 3170",511pm5,2.01E14 pm 3.76E12,57.0pm 2.6,done,center is 3068
MRK290,3207,NGC5987,3,"('233.96791666666667', '57.9025')","('234.98904', '58.07953')",0.04163341635465479,0.3545358265030543,311.6475012823702,531.3195046297471,463.1533962799833,x,3170.0,3010.0,-197.0,46.6,x,65.6,28.2,65.0,60.0,11.9,250.12,.S..3..,-99.99,165.0,Sb,Sb,0.01004,0.0296,x,?,True,True,3207,"3166, 3308",319pm4,1.11E14 pm 2.43E12,39.8pm 3.1,done,center is 3237
MRK290,4654.0,x,0,"('233.96792', '57.9025')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0296,x,False,False,False,4654,"4630, 4694",45pm14,933E12 pm 3.07E12,22.6pm 4.1,done,"only in HRS data, very faint, center is 4662 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG0003+158,833,NGC7814,14,"('1.4966666666666666', '16.163611111111113')","('0.81204', '16.14542')",0.11119218430094999,0.10818422193079594,195.60730162998587,193.02772857804652,197.483002886258,x,789.0,1050.0,217.0,17.2,x,33.4,16.7,60.0,135.0,46.6,329.72,.SAS2*/,-99.99,135.0,SA(s)ab:_sp_LINER,SA(s)ab:_sp_LINER,0.003502,0.4509,x,?,False,True,833,"810, 896",131pm15,3.10E13 pm 4.45E12,30.0pm 2.0,d:Lya,"weak, crowded field, center is 853; p : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1211+143,2116,IC3061,15,"('183.57375000000002', '14.053611111111111')","('183.7685', '14.02897')",0.31957921573596476,0.07590582044781001,150.76012289963455,109.58553280428944,137.67109332634521,x,2616.0,2316.0,200.0,41.4,x,22.9,5.9,75.0,120.0,22.6,134.32,.SB.5?/,-99.99,122.0,SBc?_sp;LINER_HII,SBc?_sp;LINER_HII,0.007725,0.0804,x,?,True,False,2116,"2044, 2162",105pm8,2.21E13 pm 1.89E12,41.8pm 1.4,Lya,"STIS only, center is 2103 ; p : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1211+143,4933.0,x,0,"('183.57375', '14.05361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0804,x,False,False,False,4933,"4870, 4970",150pm6,3.60E13 pm 1.95E12,33.5pm 2.9,Lya,"center is 4920, blended with Lya:5033 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1211+143,5011.0,x,0,"('183.57375', '14.05361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0804,x,False,False,False,5011,"4964, 5106",234pm7,5.97E13 pm 2.40E12,44.4pm 3.5,Lya,"center is 5035, blended with Lya:4920 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1211+143,6606,SDSSJ121430.17+141512.6,1,"('183.57375000000002', '14.053611111111111')","('183.62574', '14.25351')",3.0307896057828133e-05,4.8022005504163155e-19,108.938619092996,54.07593734740065,351.1425166162811,x,6929.0,6630.0,24.0,97.59,x,14.3,2.9,78.0,40.0,25.8,-99.99,x,-99.99,-99,x,x,0.022114,0.0804,x,?,False,False,6606,"6554, 6660",98pm6,2.17E13 pm 1.51E13,31.0pm 2.3,Lya,center is 6607 : VIRIAL AND CUSTOM INCLUDE MISMATCH : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1211+143,6989,SDSSJ121430.17+141512.6,1,"('183.57375000000002', '14.053611111111111')","('183.62574', '14.25351')",1.2260324122149567e-06,1.942613737863273e-20,108.938619092996,54.07593734740065,351.1425166162811,x,6929.0,6630.0,-359.0,97.59,x,14.3,2.9,78.0,40.0,25.8,-99.99,x,-99.99,-99,x,x,0.022114,0.0804,x,?,False,False,6989,"6942, 7056",131pm6,3.01E13 pm 1.62E12,33.3pm 2.6,Lya,center is 6999 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1211+143,7735,PG1211+143:[PWC2011]0104,1,"('183.57375000000002', '14.053611111111111')","('183.47074', '14.22013')",-99.99,-99.99,-99.99,-99.99,368.02256419405643,x,7710.0,7411.0,-324.0,108.59,x,-99.99,-99.99,-99,-99,68.0,-99.99,x,-99.99,-99,x,x,0.024722,0.0804,x,?,False,False,7735,"7634, 7850",156pm8,3.27E13 pm 1.79E12,66.2pm 2.9,Lya,center is 7742 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1216+069,1903,NGC4260,39,"('184.83708333333334', '6.643888888888889')","('184.84267', '6.09868')",0.03574367447212451,0.0371345504551987,198.82821480290434,200.00421995547995,358.7599891629055,x,2256.0,1958.0,55.0,37.7,x,34.2,16.4,61.0,45.0,45.6,161.49,.SBS1..,0.47,58.0,SB(s)a;Sy_LINER,SB(s)a;Sy_LINER,0.006531,0.3313,x,?,False,False,1903,"1461, 2345",2269pm33,1.11E15 pm 2.79E13,230.0pm 3.6,"d:Lya, Lya","DLA, bit far away, 1125, 1449, 2971, and 3040 Lya and AGN-Ly series markers over nothing, near NGC4260 & many other galaxies, center is 1903; p : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1216+069,3813,PG1216+069:[CM2009]06433,1,"('184.83708333333334', '6.643888888888889')","('184.76552', '6.56194')",0.04161245440299271,8.278237196418556e-22,61.87924114867984,15.812874501494028,110.16166103574457,x,4131.0,3833.0,20.0,58.18,x,6.3,3.0,61.0,156.0,64.9,-99.99,x,-99.99,-99,x,x,0.012787,0.3313,x,?,True,False,3813,"3692, 3934",360pm10,9.78E13 pm 3.17E12,62.7pm 2.3,"Lya, d:Lya","Lya labeled at 3775, 3812, d:Lya labeled at 3797, center is 3797 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1216+069,5674.0,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,x,False,False,False,5674,"5620, 5756",136pm8,2.92E13 pm 1.85E12,47.4pm 2.3,d:Lya,"d:Lya labeled at 5674, blended with Clll - not likely, there are no other metal lines in this system, center is 5688 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1216+069,7178.0,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,x,False,False,False,7178,"7104, 7252",159pm8,3.69E13 pm 2.08E12,42.1pm 2.4,"Lya, d:Lya","Lya labeled at 7178, d:Lya at 7176, center is 7178 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,1313,UGCA330,8,"('196.3875', '-10.555555555555555')","('197.44792', '-10.32')",3.660254575213893e-06,1.343157850011724e-19,115.67938547921628,61.615063093370274,404.92333930666894,x,1481.0,1210.0,-103.0,21.7,x,15.6,15.6,0.0,-99,3.7,177.07,.SXS7*.,-99.99,-99,SAB(s)d:_Sy2,SAB(s)d:_Sy2,0.004037,0.2784,x,?,False,False,1313,"1242, 1394",322pm7,1.22E14 pm 4.52E12,35.8pm 2.4,"Lya, d:Lya","Lya labeled at 1313, d:Lya at 1314, center is 1318 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1302-102,3448,NGC4939,1,"('196.3875', '-10.555555555555555')","('196.05996', '-10.33961')",0.01678238176008955,0.04789639471554431,228.73239418747616,271.21957709575463,253.81316146022763,x,3382.0,3110.0,-338.0,37.5,x,41.9,28.9,46.0,5.0,61.2,329.72,.SAS4..,0.51,10.0,SA(s)bc_Sy2,SA(s)bc_Sy2,0.010374,0.2784,x,?,True,True,3448,"3402, 3492",71pm5,1.47E13 pm 1.24E12,29.7pm 2.5,"d:Lya, OVI","marked both d:Lya at 3447 and OVI at 3448 - definitely could be OVI, but there's no OVIb, center is 3447; p : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1302-102,5683.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,5683,"5635, 5745",46pm6,9.10E12 pm 1.19E12,37.7pm 2.9,"Lya, d:NV","Lya labeled at 5683, d:NV at 5694, center is 5690 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,5856.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,5856,"5820, 5892",54pm4,1.11E13 pm 9.80E11,24.7pm 1.9,d:Lya,"weak, center is 5856 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,5972.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,5972,"5945, 5999",29pm4,5.71E12 pm 8.30E11,18.6pm 2.1,d:Lya,"MgII labeled at 5981.5, center is 5972 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,6092.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,6092,"6026, 6150",37pm6,7.13E12 pm 1.22E12,43.6pm 2.5,d:Lya,"MgII labeled at 6097.3, d:Lya labeled at 6098, center is 6088 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,6597.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,6597,"6558, 6636",58pm5,1.20E13 pm 1.06E12,26.8pm 1.7,"Lya, d:Lya","Lya labeled at 6597, d:Lya at 6572, AGN-Ol labeled at 6559.6, center is 6597 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1302-102,7576,GALEXASCJ130558.02-102450.3,1,"('196.3875', '-10.555555555555555')","('196.49167', '-10.41389')",-99.99,-99.99,-99.99,-99.99,336.4483390238495,x,7829.0,7558.0,-18.0,110.27,x,-99.99,-99.99,-99,-99,45.1,-99.99,x,-99.99,-99,x,x,0.02521,0.2784,x,?,False,False,7576,"7542, 7610",37pm4,7.57E12 pm 8.99E11,21.2pm 2.7,"Lya, d:Lya","Lya labeled at 7576, d:Lya at 7573, center is 7576 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
PG1302-102,9856.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,False,False,False,9856,"9825, 9885",35pm4,6.98E12 pm 8.36E11,21.5pm 1.8,d:Lya,"d:Lya labeled at 9837, SII labeled 9766, center is 9855 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG1626+554,8263.0,x,0,"('246.98417', '55.37556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.133,x,False,False,False,8263,"8210, 8296",70pm5,1.47E13 pm 1.22E12,27.2pm 2.3,"d:Lya, Lya","d:Lya labeled at 8246, Lya at 8263 _ I measure 8253, no galaxy within 2000 kpc and 1000 km/s : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PKS2005-489,4967,PGC064185,1,"('302.35583333333335', '-48.83166666666666')","('302.41312', '-49.33172')",0.00013439297340874556,3.359223723597504e-07,158.84037282285206,122.75676356111707,473.4893349063472,x,4800.0,4933.0,-34.0,54.1,x,24.7,5.2,78.0,15.0,19.3,79.1,.S..3./,0.21,12.0,Sb,Sb,0.016455,0.071,x,?,False,False,4967,"4885, 5023",280pm6,8.15E13 pm 2.59E12,41.4pm 2.6,done,center is 4954. several galaxies with b>500 kpc : NO GALAXIES : NO GALAXIES : NO GALAXIES : ONLY 1 GALAXY
PKS2005-489,5070,PGC064185,1,"('302.35583333333335', '-48.83166666666666')","('302.41312', '-49.33172')",8.652584414340243e-05,2.1627594135208192e-07,158.84037282285206,122.75676356111707,473.4893349063472,x,4800.0,4933.0,-137.0,54.1,x,24.7,5.2,78.0,15.0,19.3,79.1,.S..3./,0.21,12.0,Sb,Sb,0.016455,0.071,x,?,False,False,5070,"5016, 5156",315pm6,1.18E14 pm 3.75E12,35.6pm 3.3,done,center is 5086. several galaxies with b>500 kpc : NO GALAXIES : NO GALAXIES : NO GALAXIES : ONLY 1 GALAXY
RBS1795,1795,NGC7582:[ZM98]0024,1,"('328.7129166666667', '-44.235')","('350.20458', '-41.73083')",1.280811153798305e-181,0.0,13.586814548942638,0.5856620185738528,277.04471331234566,x,1369.0,1623.0,-172.0,1.0,x,0.7,0.6,30.0,47.0,33.7,99.58,.SBS9..,0.83,-99,SAB(s)m,SAB(s)m,0.005414,0.344,x,?,False,False,1795,"1785, 1899",36pm7,6.98E12 pm 1.41E12,47.9pm 2.6,"d:Lya, Lya","center is 1842, very weak : NO GALAXIES : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
RBS1795,3593.0,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,False,False,False,3593,"3550, 3624",35pm5,6.83E12 pm 1.05E12,29.7pm 1.8,"d:Lya, OVI","weak, I don't believe the OVI label, no galaxies within 2000kpc and 1000 km/s, center is 3587 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1795,7923.0,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,False,False,False,7923,"7890, 7942",16pm4,3.13E12 pm 8.26E11,18.8pm 2.3,d:Lya,"center is 7916, extremely weak, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1795,8103.0,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,False,False,False,8103,"8057, 8155",61pm5,1.25E13 pm 1.17E12,31.0pm 2.6,"d:Lya,Lya","group of large galaxies with 1000<b<2000kpc at this velocity, center is 8106 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1795,9038.0,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,False,False,False,9038,"8992, 9080",96pm5,2.12E13 pm 1.19E12,27.7pm 1.8,"d:Lya, Lya","center is 9036, group of large galaxies with 1000<b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1795,9517.0,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,False,False,False,9517,"9500, 9538",18pm3,3.55E12 pm 6.98E11,13.4pm 2.3,Lya,center is 9518 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
RBS1795,10154.0,x,0,"('328.7125', '-44.23472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.344,x,False,False,False,10154,"10105, 10203",57pm5,1.15E13 pm 1.15E12,33.5pm 2.1,"d:Lya, Lya", : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
RBS2070,8966,MCG-05-01-020,7,"('359.7825', '-30.6275')","('359.90754', '-30.65583')",0.24604423469728054,0.2566708995807543,200.42989925008942,203.52330579076198,237.28893515262033,x,8677.0,8961.0,-5.0,122.21,x,34.6,18.7,57.0,115.0,10.3,-99.99,x,-99.99,-99,E,E,0.029891,0.165,x,?,True,True,8966,"8832, 9110",777pm10,4.11E14 pm 1.91E13,76.8pm 1.8,Lya,"center is 8971, 2dFGRSS357Z063 appears to be another name for the same galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,1339,UGC03739,2,"('108.65083333333334', '74.1361111111111')","('109.13343', '75.74151')",3.0414567792601964e-25,0.0,63.897713172478895,16.95570700383797,474.96793500444153,x,1200.0,1120.0,-219.0,16.9,x,6.6,4.7,45.0,-99,76.3,58.63,.I..9*.,0.78,-99,Im:,Im:,0.003736,0.371,x,?,False,False,1339,"1322, 1374",24pm8,4.64E12 pm 1.66E12,18.7pm 2.7,done,"very weak, center is 1348 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,2555,UGC03730,4,"('108.65083333333334', '74.1361111111111')","('108.585', '73.47694')",0.0010968848931962756,0.0003642596164497663,184.55485695962207,170.10127277595544,460.3665707242838,x,2790.0,2709.0,154.0,40.0,x,30.7,19.7,50.0,166.0,15.6,169.1,.RING..,-99.99,165.0,x,x,0.009036,0.371,x,?,False,False,2555,"2522, 2588",28pm7,5.46E12 pm 1.45E12,23.8pm 3.5,done,"weak, center is 2555 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
