AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
RX_J1503.2+6810,10125,CGCG318-012,x,"('225.81875', '68.16833')","(225.56167, 68.26181)",0.058772009830240605,0.24043933393796746,249.77490207506148,328.4055054349729,325.44946676254233,x,9911.8,213.20000000000073,139.60269,x,47.6,30.5,50.2,135.0,89.4,0,x,x,x,x,x,0.032573,0.114,SP,?,True,True,10125,"10080, 10170",44pm14,8.89E12 pm 2.98E12,29.4pm 5.1,no,"Not marked, possibly weak LyaONLY 1 GALAXY"
PG1302-102,1313,MCG-02-34-006,x,"('196.3875', '-10.55556')","(197.44792, -10.32)",4.086332181912875e-05,1.4036348651767966e-11,132.05615404244176,82.16610615089411,404.9237794188753,x,1480.7,-167.70000000000005,21.700001,x,18.9,15.8,33.6,x,x,0,x,x,x,SAB(s)d:       Sy2,SAB(s)d:       Sy2,0.004037,0.2784,SP,?,False,False,1313,"1242, 1384",318pm7,1.22E14 pm 4.22E12,34.8pm 2.3,"Lya, d:Lya","Lya labeled at 1313, d:Lya at 1314 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1302-102,3448,NGC4939,x,"('196.3875', '-10.55556')","(196.05996, -10.33961)",0.25312075609891527,0.7738210706926282,235.46816074061732,288.88311304055145,264.7658706083892,x,3381.8,66.19999999999982,39.118,x,43.7,30.1,46.4,5.0,51.2,NGC4939,.SAS4..,59.1,10.0,SA(s)bc        Sy2,SA(s)bc        Sy2,0.010374,0.2784,SP,?,True,True,3448,"3406, 3490",71pm5,1.51E13 pm 1.18E12,28.0pm 1.9,"d:Lya, OVI",marked both d:Lya at 3447 and OVI at 3448; pONLY 1 GALAXY
PG1302-102,5690.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,False,False,False,5690,"5635, 5745",42pm6,8.18E12 pm 1.21E12,36.8pm 3.0,"Lya, d:NV","Lya labeled at 5683, d:NV at 5694 _ I measure 5690 : NO GALAXIES"
PG1302-102,5856.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,False,False,False,5856,"5820, 5892",54pm5,1.12E13 pm 1.01E12,24.7pm 1.9,d:Lya,weak : NO GALAXIES
PG1302-102,5972.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,False,False,False,5972,"59,455,999",27pm4,5.38E12 pm 8.37E11,18.6pm 2.1,d:Lya,MgII labeled at 5981.5 : NO GALAXIES
PG1302-102,6092.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,False,False,False,6092,"6034, 6150",40pm6,7.81E12 pm 1.23E12,40.8pm 2.1,d:Lya,"MgII labeled at 6097.3, d:Lya labeled at 6098 _ I measure 6092 : NO GALAXIES"
PG1302-102,6597.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,False,False,False,6597,"6558, 6636",58pm5,1.20E13 pm 1.06E12,26.8pm 1.7,"Lya, d:Lya","Lya labeled at 6597, d:Lya at 6572, AGN-Ol labeled at 6559.6 : NO GALAXIES"
PG1302-102,7576,PKS1302-102:[CPC2008]1027,x,"('196.3875', '-10.55556')","(196.49167, -10.41389)",-99,-99,-99,-99,336.46269236381835,x,7829.3,-253.30000000000018,110.2720804,x,x,x,x,x,x,0,x,x,x,x,x,0.02521,0.2784,SP,?,True,True,7576,"7542, 7610",42pm5,8.49E12 pm 1.05E12,23.1pm 2.3,"Lya, d:Lya","Lya labeled at 7576, d:Lya at 7573ONLY 1 GALAXY"
PG1302-102,9856.0,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,SP,False,False,False,9856,"9827, 9885",31pm4,6.23E12 pm 8.27E11,20.2pm 2.0,d:Lya,"d:Lya labeled at 9837, SiI labeled 9766 : NO GALAXIES"
SBS1108+560,705,UGC06225,x,"('167.88375', '55.79028')","(167.87904, 55.67411)",0.6853974756097573,0.6885754812285182,228.35558321611782,270.2492035140899,29.04206628159598,x,910.4,-205.39999999999998,14.32,x,41.8,9.2,77.3,83.0,84.3,NGC3556,.SBS6./,75.1,80.0,SB(s)cd        HII,SB(s)cd        HII,0.002332,0.765,DG,?,False,False,705,"525, 885",1105pm71,3.22E14 pm 4.49E13,133.2pm 2.1,d:Lya,"d:Lya marked at 732, I measure 705 (bit messy though) : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SBS1108+560,956,UGC06225,x,"('167.88375', '55.79028')","(167.87904, 55.67411)",1.8682247480308232,1.8768872088037756,228.35558321611782,270.2492035140899,29.04206628159598,x,910.4,45.60000000000002,14.32,x,41.8,9.2,77.3,83.0,84.3,NGC3556,.SBS6./,75.1,80.0,SB(s)cd        HII,SB(s)cd        HII,0.002332,0.765,DG,?,False,False,956,"895, 1017",290pm45,8.01E13 pm 2.14E13,41.4pm 2.3,d:Lya,"d:Lya marked at 929, I measure 956 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SBS1108+560,5433.0,x,0,"('167.88375', '55.79028')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.765,DG,False,False,False,5433,"5404, 5462",118pm31,3.13E13 pm 1.18E13,21.3pm 3.3,d:Lya,"d:Lya marked at 5417, I measure 5433 : NO GALAXIES"
PG1216+069,1903,VCC0297,x,"('184.83708', '6.64389')","(184.66095, 6.70838)",0.0053040713550354035,3.9600270817172375e-06,90.32839292825197,35.98651136189781,105.27736696952735,x,2297.0,-394.0,32.35256296,x,10.9,3.5,71.3,160.0,89.8,0,x,x,x,Sc (on edge),Sc (on edge),0.006668,0.3313,SP,?,True,False,1903,"1461, 2345",2222pm20,1.14E15 pm 2.81E13,229.4pm 4.6,"d:Lya, Lya","DLA, bit far away, 1125, 1449, 2971, and 3040 Lya and AGN-Ly series markers over nothing, near NGC4260 & many other galaxies; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1216+069,3797,SDSSJ121903.72+063342.9,x,"('184.83708', '6.64389')","(184.76552, 6.56194)",0.005562434413502289,1.753429393929531e-13,71.06873748016558,21.366632865287876,110.16386573667863,x,4131.0,-334.0,58.18263304,x,7.7,3.7,61.3,156.0,16.9,0,x,x,x,x,x,0.012787,0.3313,SP,?,True,True,3797,"3694, 3900",331pm10,9.10E13 pm 3.24E12,55.2pm 2.4,"Lya, d:Lya","Lya labeled at 3775, 3812, d:Lya labeled at 3797ONLY 1 GALAXY"
PG1216+069,5657.0,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,SP,False,False,False,5657,"5612, 5702",95pm6,2.06E13 pm 1.60E12,33.7pm 2.1,d:Lya,"Lya labeled at 5674 _ I measure 5657, blended with Clll : NO GALAXIES"
PG1216+069,7178.0,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,SP,False,False,False,7178,"7104, 7252",161pm8,3.75E13 pm 2.06E12,41.9pm 2.9,"Lya, d:Lya","Lya labeled at 7178, d:Lya at 7176 : NO GALAXIES"
IRAS_Z06229-6434,1279.0,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,SP,False,False,False,1279,"1235, 1325",64pm7,1.31E13 pm 1.59E12,30.3pm 2.3,d:Lya,"center is 1280, only HIPASSJ0608-63 at 1554 km/s with b = 736 kpc : NO GALAXIES"
IRAS_Z06229-6434,1353.0,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,SP,False,False,False,1353,"1330, 1376",18pm5,3.62E12 pm 1.02E12,13.3pm 2.7,no,Not marked : NO GALAXIES
IRAS_Z06229-6434,3689.0,x,0,"('95.78208', '-64.60528')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.1289,SP,False,False,False,3689,"3595, 3755",284pm6,8.98E13 pm 2.51E12,39.0pm 2.6,d:Lya,"center is 3675, no galaxies within 1000 km/s and 800 km/s : NO GALAXIES"
SDSSJ080908.13+461925.6,2294,UGC04260,x,"('122.28375', '46.32389')","(122.78651, 46.4654)",0.00019275024883643664,1.523476027832294e-35,75.46623912564232,24.345512933598258,217.66339805071163,x,2391.0,-97.0,33.299999,x,8.4,3.5,65.2,110.0,2.2,UGC4260,.I..9*.,24.2,-99,Im:,Im:,0.007519,0.6563,SP,?,False,False,2294,"2230, 2358",83pm14,1.72E13 pm 3.18E12,38.5pm 4.9,d:Lya,"d:Lya marked at 2281, I measure 2294 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SDSSJ080908.13+461925.6,3107.0,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,False,False,False,3107,"3040, 3174",208pm12,5.56E13 pm 3.88E12,37.0pm 2.8,d:Lya,"d:Lya marked at 3122, I measure 3107. UGC04258 is at correct velocity, but b = 693 kpc : NO GALAXIES"
SDSSJ080908.13+461925.6,3223.0,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,False,False,False,3223,"3174, 3272",71pm11,1.46E13 pm 2.54E12,37.1pm 2.2,d:Lya,"d:Lya marked at 3205, I measure 3223. UGC04258 is at correct velocity, but b = 693 kpc : NO GALAXIES"
SDSSJ080908.13+461925.6,5977.0,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,False,False,False,5977,"5944, 6010",49pm9,1.02E13 pm 1.95E12,23.2pm 2.4,d:Lya,possibly blended with MgII : NO GALAXIES
SDSSJ080908.13+461925.6,6766.0,x,0,"('122.28375', '46.32389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.6563,SP,False,False,False,6766,"6668, 6864",543pm10,2.55E14 pm 1.41E13,55.9pm 1.8,d:Lya,"d:Lya labeled at 6774, I measure 6766. This galaxy is ~500km/s away, and MCG+08-15-040 has correct velocity but b = 734 : NO GALAXIES"
SDSSJ080908.13+461925.6,6913,SDSSJ080842.74+461828.9,x,"('122.28375', '46.32389')","(122.17811, 46.30809)",0.01618916044249067,4.041300409750539e-05,103.08512752743847,47.95798160890426,132.63063944112048,x,7227.2,-314.1999999999998,101.791107,x,13.2,10.6,36.9,74.0,28.2,0,x,x,x,x,x,0.023656,0.6563,SP,?,True,True,6913,"6864, 6062",151pm9,3.57E13 pm 2.76E12,38.6pm 1.9,d:Lya,"d:Lya labeled at 6900, I measure 6913ONLY 1 GALAXY"
SDSSJ080908.13+461925.6,7112,SDSSJ080842.74+461828.9,x,"('122.28375', '46.32389')","(122.17811, 46.30809)",0.1370857866514849,0.00034220727364685276,103.08512752743847,47.95798160890426,132.63063944112048,x,7227.2,-115.19999999999982,101.791107,x,13.2,10.6,36.9,74.0,28.2,0,x,x,x,x,x,0.023656,0.6563,SP,?,True,True,7112,"7044, 7180",160pm12,3.73E13 pm 3.08E12,42.0pm 3.5,d:Lya,"d:Lya labeled at 7117, I measure 7112ONLY 1 GALAXY"
TON1009,1951,NGC2770,x,"('137.27542', '32.60861')","(137.39045, 33.12353)",0.06590397773169274,0.07526559978966489,204.4092282765912,212.4100185961105,274.0148385284817,x,2143.1,-192.0999999999999,29.967,x,35.6,7.3,78.1,x,21.3,NGC2770,.SAS5*.,72.4,148.0,SA(s)c:,SA(s)c:,0.006494,0.809,RT,?,False,False,1951,"1854, 2048",350pm21,1.05E14 pm 8.11E12,55.0pm3.5,Lya,"Lya labeled at 1961 _ I measure 1951, looks blended : VIRIAL AND CUSTOM INCLUDE MISMATCH"
TON1009,3791,KUG0906+333ANED01,x,"('137.27542', '32.60861')","(137.33077, 33.12324)",2.509382613946134e-11,1.0595827001358111e-51,100.91945094405413,45.7946721791957,495.49753684521926,x,3900.9,-109.90000000000009,54.94195498,x,12.8,5.6,64.1,x,x,0,x,x,x,x,x,0.012359,0.809,RT,?,False,False,3791,"3750, 3832",132pm12,3.44E13 pm 3.81E12,26.3pm 2.5,Lya,Lya labeled at 3792 _ I measure 3792. Ambigous : VIRIAL AND CUSTOM INCLUDE MISMATCH
TON1009,4295,IC2439,x,"('137.27542', '32.60861')","(137.16024, 32.59295)",0.44683895684045777,0.2971208272433637,153.47471125127623,113.92047664928373,108.59929621561334,x,4494.8,-199.80000000000018,63.30638611,x,23.5,7.5,71.3,30.0,69.2,MCG6-20-32,.L?....,-99,-99,S0?,S0?,0.01434,0.809,RT,?,False,False,4295,"4200, 4390",343pm17,1.26E14 pm 1.06E13,42.1pm 3.5,Lya,"Lya labeled at 4285 _ I measure 4295, loose galaxy group : VIRIAL AND CUSTOM INCLUDE MISMATCH"
TON1009,7906.0,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.809,RT,False,False,False,7906,"7862, 7950",65pm16,1.35E13 pm 3.58E12,30.2pm 5.2,Lya,"Lya labeled at 7944 _ I see two separate lines, at 7906 & 7995 : NO GALAXIES"
TON1009,7995.0,x,0,"('137.27542', '32.60861')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.809,RT,False,False,False,7995,"7957, 8033",67pm13,1.53E13 pm 3.29E12,26.2pm 3.1,Lya,"Lya labeled at 7944 _ I see two separate lines, at 7906 & 7995 : NO GALAXIES"
RX_J1330.8+3119,1732,SDSSJ133025.22+304141.9,x,"('202.72167', '31.32556')","(202.60509, 30.69498)",2.3857574526425494e-75,0.0,25.061655495164096,2.2165288177689004,325.6855514194537,x,2075.2,-343.1999999999998,29.22781275,x,1.7,0.8,62.6,105.0,66.0,0,x,x,x,Extended Src [SDSS],Extended Src [SDSS],0.006,0.241,DG,?,False,False,1732,"1654, 1810",153pm18,3.35E13 pm 4.54E12,53.7pm 2.3,f:Lya,"f:Lya labeled at 1740, I measure 1732 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,2660,RCS05100405241,x,"('202.72167', '31.32556')","(202.1176, 30.6804)",-99,-99,-99,-99,483.11576003118745,x,2375.8,284.1999999999998,33.46156499,x,x,x,x,x,x,0,x,x,x,x,x,0.007,0.241,DG,?,True,True,2660,"2550, 2770",462pm17,1.71E14 pm 1.21E13,56.5pm 2.6,f:Lya,"f:Lya labeled at 2654, I measure 2660. This galaxy is tiny, far away, and has no info (phot redshifts also). ONLY 1 GALAXY"
RX_J1330.8+3119,2822.0,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,False,False,False,2822,"2779, 2865",77pm13,1.63E13 pm 2.96E12,38.7pm 2.8,no,"Not marked, possibly weak Lya. This galaxy is tiny, far away, and has no info (phot redshifts also).  : NO GALAXIES"
RX_J1330.8+3119,4839,UGC08496NED02,x,"('202.72167', '31.32556')","(202.5724, 31.33278)",0.013850576019725414,8.297403661241594e-07,100.91945094405413,45.7946721791957,160.2412903467519,x,5104.2,-265.1999999999998,71.89071302,x,12.8,6.6,58.7,47.0,39.8,UGC8496,.S?....,59.1,-99,HII,HII,0.016108,0.241,DG,?,False,False,4839,"4735, 4943",404pm16,1.41E14 pm 9.65E12,50.7pm 2.9,f:Lya,"good. Several other, closer galaxies. Just a bit too ambiguous : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,7412,UGC08492,x,"('202.72167', '31.32556')","(202.52721, 31.38811)",0.009814684841023318,0.01184883583478129,204.01286914217295,211.5156613586805,335.4060644261584,x,7689.2,-277.1999999999998,108.2987054,x,35.5,34.1,16.2,70.0,0.6,UGC8492,.S?....,12.2,-99,S0,S0,0.02473,0.241,DG,?,True,False,7412,"7323, 7501",328pm15,1.08E14 pm 7.76E12,46.1pm 2.9,f:Lya,"f:Lya labeled at 7401, I measure 7412. Somewhat ambiguous, and totally face on (can't determine azimuth). UGC08498 is b = 580, and is huge : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J1330.8+3119,10180.0,x,0,"('202.72167', '31.32556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.241,DG,False,False,False,10180,"10046, 10314",817pm13,4.14E14 pm 2.43E13,83.2pm 1.6,f:Lya,"f:Lya labeled at 10191, I measure 10180. I don't have galaxy information out this far : NO GALAXIES"
SDSSJ140428.30+335342.0,1521.0,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,False,False,False,1521,"1470, 1582",162pm23,4.21E13 pm 7.11E12,30.2pm 3.5,working,center is 1526 : NO GALAXIES
SDSSJ140428.30+335342.0,1717.0,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,False,False,False,1717,"1634, 1794",349pm24,1.21E14 pm 1.45E13,41.3pm 2.4,working,center is 1714 : NO GALAXIES
SDSSJ140428.30+335342.0,2827.0,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,False,False,False,2827,"2800, 2856",45pm18,9.51E12 pm 4.13E12,22.3pm 5.3,working,center is 2828 : NO GALAXIES
SDSSJ140428.30+335342.0,4621.0,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,False,False,False,4621,"4606, 4642",34pm15,7.44E12 pm 3.52E12,11.9pm 4.1,working,center is 4624 : NO GALAXIES
SDSSJ140428.30+335342.0,5769.0,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.549,RT,False,False,False,5769,"5712, 5834",314pm21,9.92E13 pm 1.22E13,38.1pm 2.2,working,center is 5773 : NO GALAXIES
SDSSJ140428.30+335342.0,7884,KUG1402+341,x,"('211.11792', '33.895')","(211.12182, 33.95337)",0.1663765581973679,0.1700420611277438,203.61616373963315,210.62256289391217,117.51538337188462,x,8177.5,-293.5,115.175796,x,35.4,12.7,68.9,120.0,56.8,0,x,x,x,Spiral,Spiral,0.026415,0.549,RT,?,True,False,7884,"7745, 8023",889pm28,2.82E14 pm 2.03E13,93.4pm 1.2,working,center is 7884. SDSSJ140425.82+335552.8 is probably a large satellite galaxy : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ140428.30+335342.0,8477,SDSSJ140425.82+335552.8,x,"('211.11792', '33.895')","(211.10761, 33.93135)",0.18431592195669994,0.022166731232952024,109.46369894996593,54.644157967709596,75.27927347935336,x,8200.5,276.5,115.5005925,x,14.4,9.2,50.2,94.0,80.8,0,x,x,x,x,x,0.02649,0.549,RT,?,True,False,8477,"8458, 8498",33pm16,6.98E12 pm 3.66E12,14.1pm 3.3,working,center is 8478 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J0714.5+7408,1344,UGC03739,x,"('108.65083', '74.13639')","(109.13343, 75.74151)",1.1979101725564146e-29,0.0,58.44741601217563,13.968249711399062,475.11524099623136,x,1200.5,143.5,16.9081605,x,5.8,4.5,38.7,x,x,UGC3739,.I..9*.,39.1,-99,Im:,Im:,0.003736,0.371,SP,?,False,False,1344,"1322, 1374",24pm8,4.64E12 pm 1.66E12,18.7pm 2.7,done,"very weak, center is 1348 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,2560,UGC03730NED02,x,"('108.65083', '74.13639')","(108.58467, 73.47342)",2.119825285613765e-07,1.2687200593030692e-19,123.2444344281417,70.71217009822284,458.0276724681738,x,2809.4,-249.4000000000001,39.56875494,x,17.1,10.9,50.2,5.0,6.6,UGC3730,.RING..,58.3,165.0,Ring,Ring,0.0091,0.371,SP,?,False,False,2560,"2522, 2588",28pm7,5.46E12 pm 1.45E12,23.8pm 3.5,done,"weak, center is 2555 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RX_J0714.5+7408,2654,UGC03730NED02,x,"('108.65083', '74.13639')","(108.58467, 73.47342)",5.488273212710018e-07,3.284743494266245e-19,123.2444344281417,70.71217009822284,458.0276724681738,x,2809.4,-155.4000000000001,39.56875494,x,17.1,10.9,50.2,5.0,6.6,UGC3730,.RING..,58.3,165.0,Ring,Ring,0.0091,0.371,SP,?,False,False,2654,"2596, 2714",106pm9,2.26E13 pm 2.12E12,40.0pm 2.0,done,center is 2655 : VIRIAL AND CUSTOM INCLUDE MISMATCH
RX_J0714.5+7408,4079,UGC03717,x,"('108.65083', '74.13639')","(108.31017, 73.84314)",0.06708312811961653,0.07256859925820008,201.62739754136908,206.17601460887732,270.6033265270257,x,4268.8,-189.80000000000018,50.35,x,34.9,16.8,61.3,115.0,47.4,UGC3717,.S..4..,68.7,103.0,Sbc,Sbc,0.01397,0.371,SP,?,True,True,4079,"4030, 4114",58pm7,1.18E13 pm 1.65E12,29.0pm 2.0,done,center is 4072ONLY 1 GALAXY
RX_J0714.5+7408,4259,UGC03717,x,"('108.65083', '74.13639')","(108.31017, 73.84314)",0.1647011415982615,0.178168959573566,201.62739754136908,206.17601460887732,270.6033265270257,x,4268.8,-9.800000000000182,50.35,x,34.9,16.8,61.3,115.0,47.4,UGC3717,.S..4..,68.7,103.0,Sbc,Sbc,0.01397,0.371,SP,?,True,True,4259,"4164, 4354",410pm9,1.70E14 pm 7.19E12,43.8pm 2.6,done,"very likely Lya, but not yet fully identifiedONLY 1 GALAXY"
RX_J0714.5+7408,5322.0,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.371,SP,False,False,False,5322,"5294, 5380",39pm8,7.55E12 pm 1.57E12,37.0pm 1.9,done,"very weak, center is 5337 : NO GALAXIES"
RX_J0714.5+7408,9563.0,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.371,SP,False,False,False,9563,"9562, 9592",14pm4,2.87E12 pm 8.92E11,9.9pm 4.1,done,"very weak, center is 9577 : NO GALAXIES"
PG1121+423,2364.0,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,False,False,False,2364,"2304, 2424",65pm10,1.29E13 pm 2.06E12,49.1pm 1.6,d:Lya,"d:Lya labeled at 2392, I measure 2364. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,2604.0,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,False,False,False,2604,"2560, 2648",83pm8,1.79E13 pm 1.86E12,28.7pm 2.8,d:Lya,"d:Lya labeled at 2599, I measure 2604. Nothing with b<500 kpc : NO GALAXIES"
PG1121+423,2695.0,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,False,False,False,2695,"2650, 2740",50pm8,9.90E12 pm 1.73E12,32.1pm 2.6,d:Lya,"d:Lya labeled at 2700, I measure 2695. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,2987.0,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,False,False,False,2987,"2937, 3037",64pm8,1.32E13 pm 1.85E12,29.8pm 2.7,d:Lya,"d:Lya labeled at 2998, I measure 2987. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,3153.0,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,False,False,False,3153,"3098, 3208",50pm9,9.88E12 pm 1.89E12,35.4pm 2.3,d:Lya,"d:Lya labeled at 3156, I measure 3153. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,4341.0,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,False,False,False,4341,"4286, 4396",95pm8,2.03E13 pm 1.92E12,34.8pm 2.9,d:Lya,"d:Lya labeled at 4357, I measure 4341. Nothing with b<500kpc : NO GALAXIES"
PG1121+423,7139.0,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,False,False,False,7139,"7078, 7200",156pm7,3.64E13 pm 1.96E12, 37.7pm 2.2,d:Lya,"d:Lya labeled at 7144, I measure 7139 : NO GALAXIES"
PG1121+423,7235,SDSSJ112418.74+420323.1,x,"('171.16333', '42.02917')","(171.07809, 42.05642)",0.004514104368194065,2.035479082958278e-05,104.1603212979098,49.052053983497984,129.23116451364123,x,7628.0,-393.0,107.436169,x,13.4,5.8,64.5,133.0,66.3,0,x,x,x,x,x,0.024596,0.234,RT,?,True,True,7235,"7200, 7270",46pm6,9.17E12 pm 1.32E12,26.4pm 2.3,d:Lya,"d:Lya labeled at 7279, I measure 7235ONLY 1 GALAXY"
PG1121+423,7349,SDSSJ112418.74+420323.1,x,"('171.16333', '42.02917')","(171.07809, 42.05642)",0.03064307807299426,0.000138174351693137,104.1603212979098,49.052053983497984,129.23116451364123,x,7628.0,-279.0,107.436169,x,13.4,5.8,64.5,133.0,66.3,0,x,x,x,x,x,0.024596,0.234,RT,?,True,True,7349,"7267, 7431",359pm7,1.27E14 pm 4.05E12,41.9pm 2.1,d:Lya,"d:Lya labeled at 7348, I measure 7349ONLY 1 GALAXY"
PG1121+423,10120.0,x,0,"('171.16333', '42.02917')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.234,RT,False,False,False,10120,"10028, 10212",232pm7,5.41E13 pm 1.99E12,55.9pm 2.5,d:Lya,"d:Lya labeled at 10135, I measure 10120. I don't have galaxy information out this far : NO GALAXIES"
